Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Scrolling ticker,Chrome 121.0.0.0,,,2024-02-21 13:33:21,2024-02-21 13:36:15,"2m - 54,021s",PASSED
,,,,,,,
Test Cases/Login Test Cases/Login with Valid Credentials,Chrome 121.0.0.0,,,2024-02-21 13:33:21,2024-02-21 13:33:35,"14,099s",PASSED
"openBrowser("""")",Chrome 121.0.0.0,,,2024-02-21 13:33:22,2024-02-21 13:33:24,"2,478s",PASSED
"navigateToUrl(""https://dadebug.commclouds.com/Demo/admin/auth"")",Chrome 121.0.0.0,,,2024-02-21 13:33:24,2024-02-21 13:33:25,"1,189s",PASSED
waitForPageLoad(3),Chrome 121.0.0.0,,,2024-02-21 13:33:25,2024-02-21 13:33:26,"0,162s",PASSED
maximizeWindow(),Chrome 121.0.0.0,,,2024-02-21 13:33:26,2024-02-21 13:33:26,"0,167s",PASSED
"verifyElementPresent(findTestObject(""Login Page/DAlogo""), 2)",Chrome 121.0.0.0,,,2024-02-21 13:33:26,2024-02-21 13:33:27,"0,820s",PASSED
"verifyElementPresent(findTestObject(""Login Page/Version number""), 2)",Chrome 121.0.0.0,,,2024-02-21 13:33:27,2024-02-21 13:33:27,"0,313s",PASSED
"verifyElementText(findTestObject(""Login Page/Version number""), ""Version: 11.4.0.1 (stage/11)"")",Chrome 121.0.0.0,,,2024-02-21 13:33:27,2024-02-21 13:33:27,"0,331s",PASSED
"setText(findTestObject(""Object Repository/Login Page/Login input field""), ""Zoya"")",Chrome 121.0.0.0,,,2024-02-21 13:33:27,2024-02-21 13:33:28,"0,704s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Login Page/Password input field""), ""tzH6RvlfSTg="")",Chrome 121.0.0.0,,,2024-02-21 13:33:28,2024-02-21 13:33:28,"0,433s",PASSED
"click(findTestObject(""Object Repository/Login Page/button_Log in""))",Chrome 121.0.0.0,,,2024-02-21 13:33:28,2024-02-21 13:33:29,"0,373s",PASSED
delay(4),Chrome 121.0.0.0,,,2024-02-21 13:33:29,2024-02-21 13:33:33,"4,041s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Login Page/h1_Dashboard""), 4)",Chrome 121.0.0.0,,,2024-02-21 13:33:33,2024-02-21 13:33:33,"0,315s",PASSED
,,,,,,,
Test Cases/Ticker/Send Ticker (TC-7),Chrome 121.0.0.0,using Compose Alert Drop-down menu,,2024-02-21 13:33:35,2024-02-21 13:34:27,"51,537s",PASSED
"click(findTestObject(""Dashboard Page/Compose alert button expansion""))",Chrome 121.0.0.0,,,2024-02-21 13:33:35,2024-02-21 13:33:36,"0,383s",PASSED
