Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Scrolling ticker,Chrome 122.0.0.0,,,22-03-2024 15:16:59,22-03-2024 15:19:48,"2m - 48,546s",PASSED
,,,,,,,
Test Cases/Login Test Cases/Login with Valid Credentials,Chrome 122.0.0.0,,,22-03-2024 15:17:00,22-03-2024 15:17:11,"11,617s",PASSED
"openBrowser("""")",Chrome 122.0.0.0,,,22-03-2024 15:17:00,22-03-2024 15:17:02,"1,559s",PASSED
"navigateToUrl(""https://dadebug.commclouds.com/Demo/admin/auth"")",Chrome 122.0.0.0,,,22-03-2024 15:17:02,22-03-2024 15:17:02,"0,786s",PASSED
waitForPageLoad(3),Chrome 122.0.0.0,,,22-03-2024 15:17:02,22-03-2024 15:17:02,"0,088s",PASSED
maximizeWindow(),Chrome 122.0.0.0,,,22-03-2024 15:17:02,22-03-2024 15:17:03,"0,141s",PASSED
"verifyElementPresent(findTestObject(""Login Page/DAlogo""), 2)",Chrome 122.0.0.0,,,22-03-2024 15:17:03,22-03-2024 15:17:03,"0,767s",PASSED
"verifyElementPresent(findTestObject(""Login Page/Version number""), 2)",Chrome 122.0.0.0,,,22-03-2024 15:17:03,22-03-2024 15:17:04,"0,277s",PASSED
"verifyElementText(findTestObject(""Login Page/Version number""), ""Version: 11.4.0.2 (stage/11)"")",Chrome 122.0.0.0,,,22-03-2024 15:17:04,22-03-2024 15:17:04,"0,006s",NOT_RUN
"setText(findTestObject(""Object Repository/Login Page/Login input field""), ""Zoya"")",Chrome 122.0.0.0,,,22-03-2024 15:17:04,22-03-2024 15:17:04,"0,618s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Login Page/Password input field""), ""tzH6RvlfSTg="")",Chrome 122.0.0.0,,,22-03-2024 15:17:04,22-03-2024 15:17:05,"0,347s",PASSED
"click(findTestObject(""Object Repository/Login Page/button_Log in""))",Chrome 122.0.0.0,,,22-03-2024 15:17:05,22-03-2024 15:17:05,"0,313s",PASSED
delay(4),Chrome 122.0.0.0,,,22-03-2024 15:17:05,22-03-2024 15:17:09,"4,020s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Login Page/h1_Dashboard""), 4)",Chrome 122.0.0.0,,,22-03-2024 15:17:09,22-03-2024 15:17:09,"0,280s",PASSED
,,,,,,,
Test Cases/Ticker/Send Ticker (TC-7),Chrome 122.0.0.0,using Compose Alert Drop-down menu,,22-03-2024 15:17:11,22-03-2024 15:17:56,"45,207s",PASSED
"click(findTestObject(""Dashboard Page/Compose alert button expansion""))",Chrome 122.0.0.0,,,22-03-2024 15:17:11,22-03-2024 15:17:12,"0,302s",PASSED
"click(findTestObject(""Dashboard Page/Scrolling tickers""))",Chrome 122.0.0.0,,,22-03-2024 15:17:12,22-03-2024 15:17:12,"0,590s",PASSED
"verifyElementText(findTestObject(""Create Scrolling ticker/Create Scrolling ticker header""), ""Create Scrolling Ticker"")",Chrome 122.0.0.0,,,22-03-2024 15:17:12,22-03-2024 15:17:14,"1,332s",PASSED
waitForPageLoad(1),Chrome 122.0.0.0,,,22-03-2024 15:17:14,22-03-2024 15:17:14,"0,014s",PASSED
"click(findTestObject(""Create Pop-up Alert Page/More button""))",Chrome 122.0.0.0,,,22-03-2024 15:17:14,22-03-2024 15:17:14,"0,372s",PASSED
"callTestCase(findTestCase(""Built-in test cases/Choose recipients""), [:], STOP_ON_FAILURE)",Chrome 122.0.0.0,,,22-03-2024 15:17:14,22-03-2024 15:17:22,"7,621s",PASSED
"setText(findTestObject(""Create Pop-up Alert Page/Alert Title field""), ""TC-7"")",Chrome 122.0.0.0,,,22-03-2024 15:17:22,22-03-2024 15:17:22,"0,864s",PASSED
"switchToFrame(findTestObject(""Create Pop-up Alert Page/Alert body iframe""), 2)",Chrome 122.0.0.0,,,22-03-2024 15:17:22,22-03-2024 15:17:23,"0,298s",PASSED
"setMaskedText(findTestObject(""Create Pop-up Alert Page/Alert body""),***********************************************)",Chrome 122.0.0.0,,,22-03-2024 15:17:23,22-03-2024 15:17:23,"0,769s",PASSED
switchToDefaultContent(),Chrome 122.0.0.0,,,22-03-2024 15:17:23,22-03-2024 15:17:24,"0,018s",PASSED
"click(findTestObject(""Create Pop-up Alert Page/Send button""))",Chrome 122.0.0.0,,,22-03-2024 15:17:24,22-03-2024 15:17:24,"0,571s",PASSED
waitForPageLoad(2),Chrome 122.0.0.0,,,22-03-2024 15:17:24,22-03-2024 15:17:24,"0,012s",PASSED
