Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
RSVP Alert,Chrome 121.0.0.0,,,2024-02-26 12:18:39,2024-02-26 12:21:21,"2m - 41,704s",PASSED
,,,,,,,
Test Cases/Login Test Cases/Login with Valid Credentials,Chrome 121.0.0.0,,,2024-02-26 12:18:39,2024-02-26 12:18:52,"12,337s",PASSED
"openBrowser("""")",Chrome 121.0.0.0,,,2024-02-26 12:18:40,2024-02-26 12:18:41,"1,592s",PASSED
"navigateToUrl(""https://dadebug.commclouds.com/Demo/admin/auth"")",Chrome 121.0.0.0,,,2024-02-26 12:18:41,2024-02-26 12:18:42,"0,919s",PASSED
waitForPageLoad(3),Chrome 121.0.0.0,,,2024-02-26 12:18:42,2024-02-26 12:18:42,"0,117s",PASSED
maximizeWindow(),Chrome 121.0.0.0,,,2024-02-26 12:18:42,2024-02-26 12:18:42,"0,156s",PASSED
"verifyElementPresent(findTestObject(""Login Page/DAlogo""), 2)",Chrome 121.0.0.0,,,2024-02-26 12:18:42,2024-02-26 12:18:43,"0,865s",PASSED
"verifyElementPresent(findTestObject(""Login Page/Version number""), 2)",Chrome 121.0.0.0,,,2024-02-26 12:18:43,2024-02-26 12:18:44,"0,294s",PASSED
"verifyElementText(findTestObject(""Login Page/Version number""), ""Version: 11.4.0.1 (stage/11)"")",Chrome 121.0.0.0,,,2024-02-26 12:18:44,2024-02-26 12:18:44,"0,291s",PASSED
"setText(findTestObject(""Object Repository/Login Page/Login input field""), ""Zoya"")",Chrome 121.0.0.0,,,2024-02-26 12:18:44,2024-02-26 12:18:45,"0,616s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Login Page/Password input field""), ""tzH6RvlfSTg="")",Chrome 121.0.0.0,,,2024-02-26 12:18:45,2024-02-26 12:18:45,"0,345s",PASSED
"click(findTestObject(""Object Repository/Login Page/button_Log in""))",Chrome 121.0.0.0,,,2024-02-26 12:18:45,2024-02-26 12:18:45,"0,316s",PASSED
delay(4),Chrome 121.0.0.0,,,2024-02-26 12:18:45,2024-02-26 12:18:49,"4,030s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Login Page/h1_Dashboard""), 4)",Chrome 121.0.0.0,,,2024-02-26 12:18:49,2024-02-26 12:18:50,"0,299s",PASSED
,,,,,,,
Test Cases/RSVP/Send RSVP (TC-12),Chrome 121.0.0.0,,,2024-02-26 12:18:52,2024-02-26 12:20:19,"1m - 27,381s",PASSED
"click(findTestObject(""Dashboard Page/Compose alert button expansion""))",Chrome 121.0.0.0,,,2024-02-26 12:18:52,2024-02-26 12:18:52,"0,364s",PASSED
"click(findTestObject(""Dashboard Page/RSVP""))",Chrome 121.0.0.0,,,2024-02-26 12:18:52,2024-02-26 12:18:53,"0,595s",PASSED
"verifyElementText(findTestObject(""Create RSVP/Create RSVP Alert Header""), ""Create RSVP Alert"")",Chrome 121.0.0.0,,,2024-02-26 12:18:53,2024-02-26 12:18:56,"2,813s",PASSED
"click(findTestObject(""Create Pop-up Alert Page/More button""))",Chrome 121.0.0.0,,,2024-02-26 12:18:56,2024-02-26 12:18:56,"0,375s",PASSED
"callTestCase(findTestCase(""Built-in test cases/Choose recipients""), [:], STOP_ON_FAILURE)",Chrome 121.0.0.0,,,2024-02-26 12:18:56,2024-02-26 12:19:04,"7,805s",PASSED
"setText(findTestObject(""Create Pop-up Alert Page/Alert Title field""), ""TC-12"")",Chrome 121.0.0.0,,,2024-02-26 12:19:04,2024-02-26 12:19:05,"0,888s",PASSED
"switchToFrame(findTestObject(""Create Pop-up Alert Page/Alert body iframe""), 2)",Chrome 121.0.0.0,,,2024-02-26 12:19:05,2024-02-26 12:19:05,"0,294s",PASSED
"setText(findTestObject(""Create Pop-up Alert Page/Alert body""), ""Hello! This is automated RSVP alert from Katalon"")",Chrome 121.0.0.0,,,2024-02-26 12:19:05,2024-02-26 12:19:06,"1,086s",PASSED
switchToDefaultContent(),Chrome 121.0.0.0,,,2024-02-26 12:19:06,2024-02-26 12:19:06,"0,017s",PASSED
"setText(findTestObject(""Create RSVP/Question 1 title input""), ""What drink do You prefer?"")",Chrome 121.0.0.0,,,2024-02-26 12:19:06,2024-02-26 12:19:07,"1,244s",PASSED
"setText(findTestObject(""Create RSVP/Answer 1 input""), ""Tea"")",Chrome 121.0.0.0,,,2024-02-26 12:19:07,2024-02-26 12:19:08,"0,624s",PASSED
"setText(findTestObject(""Create RSVP/Answer 2 input""), ""Coffee"")",Chrome 121.0.0.0,,,2024-02-26 12:19:08,2024-02-26 12:19:09,"0,700s",PASSED
"check(findTestObject(""Create RSVP/Question 2 switch""))",Chrome 121.0.0.0,,,2024-02-26 12:19:09,2024-02-26 12:19:09,"0,345s",PASSED
"verifyElementChecked(findTestObject(""Create RSVP/Question 2 switch""), 1)",Chrome 121.0.0.0,,,2024-02-26 12:19:09,2024-02-26 12:19:09,"0,513s",PASSED
"setText(findTestObject(""Create RSVP/Question 2 title input""), ""Why?"")",Chrome 121.0.0.0,,,2024-02-26 12:19:09,2024-02-26 12:19:10,"0,886s",PASSED
"click(findTestObject(""Create Pop-up Alert Page/Send button""))",Chrome 121.0.0.0,,,2024-02-26 12:19:10,2024-02-26 12:19:11,"0,312s",PASSED
waitForPageLoad(2),Chrome 121.0.0.0,,,2024-02-26 12:19:11,2024-02-26 12:19:11,"0,015s",PASSED
"setText(findTestObject(""Pop-up Alerts page/Search by title field""), ""TC-12"")",Chrome 121.0.0.0,,,2024-02-26 12:19:11,2024-02-26 12:19:12,"1,681s",PASSED
"verifyElementText(findTestObject(""Pop-up Alerts page/Filtered sent alert""), ""TC-12"")",Chrome 121.0.0.0,,,2024-02-26 12:19:12,2024-02-26 12:19:13,"0,283s",PASSED
"callTestCase(findTestCase(""Built-in test cases/Actions menu check RSVP""), [:], STOP_ON_FAILURE)",Chrome 121.0.0.0,,,2024-02-26 12:19:13,2024-02-26 12:19:58,"45,190s",PASSED
"sendKeys(findTestObject(""Create Pop-up Alert Page/Alert Title field""), Keys.chord(CONTROL, ""a"", BACK_SPACE))",Chrome 121.0.0.0,,,2024-02-26 12:19:58,2024-02-26 12:20:00,"1,903s",PASSED
"setText(findTestObject(""Create Pop-up Alert Page/Alert Title field""), ""Duplicate RSVP alert"")",Chrome 121.0.0.0,,,2024-02-26 12:20:00,2024-02-26 12:20:01,"1,091s",PASSED
"click(findTestObject(""Create Pop-up Alert Page/Send button""))",Chrome 121.0.0.0,,,2024-02-26 12:20:01,2024-02-26 12:20:01,"0,381s",PASSED
waitForPageLoad(5),Chrome 121.0.0.0,,,2024-02-26 12:20:01,2024-02-26 12:20:01,"0,018s",PASSED
"setText(findTestObject(""Pop-up Alerts page/Search by title field""), ""TC-12"")",Chrome 121.0.0.0,,,2024-02-26 12:20:01,2024-02-26 12:20:03,"1,606s",PASSED
waitForPageLoad(5),Chrome 121.0.0.0,,,2024-02-26 12:20:03,2024-02-26 12:20:03,"0,012s",PASSED
"waitForElementClickable(findTestObject(""Survey/3dots Actions""), 2)",Chrome 121.0.0.0,,,2024-02-26 12:20:03,2024-02-26 12:20:03,"0,324s",PASSED
"callTestCase(findTestCase(""Built-in test cases/Resend to all""), [:], STOP_ON_FAILURE)",Chrome 121.0.0.0,,,2024-02-26 12:20:03,2024-02-26 12:20:06,"2,691s",PASSED
"sendKeys(findTestObject(""Pop-up Alerts page/Search by title field""), Keys.chord(CONTROL, ""a"", BACK_SPACE))",Chrome 121.0.0.0,,,2024-02-26 12:20:06,2024-02-26 12:20:07,"1,025s",PASSED
"setText(findTestObject(""Pop-up Alerts page/Search by title field""), ""TC-12"")",Chrome 121.0.0.0,,,2024-02-26 12:20:07,2024-02-26 12:20:08,"1,490s",PASSED
"callTestCase(findTestCase(""Built-in test cases/Select all and Delete""), [:], STOP_ON_FAILURE)",Chrome 121.0.0.0,,,2024-02-26 12:20:08,2024-02-26 12:20:11,"3,146s",PASSED
"sendKeys(findTestObject(""Pop-up Alerts page/Search by title field""), Keys.chord(CONTROL, ""a"", BACK_SPACE))",Chrome 121.0.0.0,,,2024-02-26 12:20:11,2024-02-26 12:20:12,"0,957s",PASSED
"setText(findTestObject(""Pop-up Alerts page/Search by title field""), ""Duplicate RSVP alert"")",Chrome 121.0.0.0,,,2024-02-26 12:20:12,2024-02-26 12:20:14,"1,424s",PASSED
"waitForElementClickable(findTestObject(""Create Pop-up Alert Page/sent alerts checkbox""), 2)",Chrome 121.0.0.0,,,2024-02-26 12:20:14,2024-02-26 12:20:14,"0,309s",PASSED
"check(findTestObject(""Create Pop-up Alert Page/sent alerts checkbox""))",Chrome 121.0.0.0,,,2024-02-26 12:20:14,2024-02-26 12:20:15,"1,119s",PASSED
"verifyElementChecked(findTestObject(""Create Pop-up Alert Page/sent alerts checkbox""), 2)",Chrome 121.0.0.0,,,2024-02-26 12:20:15,2024-02-26 12:20:16,"0,436s",PASSED
