Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Lockscreens,Chrome 121.0.0.0,,,2024-02-08 11:57:09,2024-02-08 12:05:28,"8m - 19,392s",PASSED
,,,,,,,
Test Cases/Login Test Cases/Login with Valid Credentials,Chrome 121.0.0.0,,,2024-02-08 11:57:09,2024-02-08 11:57:24,"14,989s",PASSED
"openBrowser("""")",Chrome 121.0.0.0,,,2024-02-08 11:57:10,2024-02-08 11:57:11,"1,512s",PASSED
"navigateToUrl(""https://dadebug.commclouds.com/Demo/admin/auth"")",Chrome 121.0.0.0,,,2024-02-08 11:57:11,2024-02-08 11:57:13,"2,084s",PASSED
waitForPageLoad(3),Chrome 121.0.0.0,,,2024-02-08 11:57:13,2024-02-08 11:57:13,"0,114s",PASSED
maximizeWindow(),Chrome 121.0.0.0,,,2024-02-08 11:57:13,2024-02-08 11:57:13,"0,154s",PASSED
"verifyElementPresent(findTestObject(""Login Page/DAlogo""), 2)",Chrome 121.0.0.0,,,2024-02-08 11:57:13,2024-02-08 11:57:15,"1,846s",PASSED
"verifyElementPresent(findTestObject(""Login Page/Version number""), 2)",Chrome 121.0.0.0,,,2024-02-08 11:57:15,2024-02-08 11:57:16,"0,283s",PASSED
"verifyElementText(findTestObject(""Login Page/Version number""), ""Version: 11.4.0.1 (stage/11)"")",Chrome 121.0.0.0,,,2024-02-08 11:57:16,2024-02-08 11:57:16,"0,274s",PASSED
"setText(findTestObject(""Object Repository/Login Page/Login input field""), ""Zoya"")",Chrome 121.0.0.0,,,2024-02-08 11:57:16,2024-02-08 11:57:16,"0,668s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Login Page/Password input field""), ""tzH6RvlfSTg="")",Chrome 121.0.0.0,,,2024-02-08 11:57:16,2024-02-08 11:57:17,"0,363s",PASSED
"click(findTestObject(""Object Repository/Login Page/button_Log in""))",Chrome 121.0.0.0,,,2024-02-08 11:57:17,2024-02-08 11:57:17,"0,336s",PASSED
delay(4),Chrome 121.0.0.0,,,2024-02-08 11:57:17,2024-02-08 11:57:21,"4,040s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Login Page/h1_Dashboard""), 4)",Chrome 121.0.0.0,,,2024-02-08 11:57:21,2024-02-08 11:57:22,"0,843s",PASSED
,,,,,,,
Test Cases/Lockscreens/Send Lockscreen JPG (TC-20),Chrome 121.0.0.0,,,2024-02-08 11:57:24,2024-02-08 11:59:08,"1m - 43,747s",PASSED
"click(findTestObject(""Dashboard Page/Compose alert button expansion""))",Chrome 121.0.0.0,,,2024-02-08 11:57:24,2024-02-08 11:57:25,"0,344s",PASSED
"click(findTestObject(""Dashboard Page/Lockscreens""))",Chrome 121.0.0.0,,,2024-02-08 11:57:25,2024-02-08 11:57:25,"0,584s",PASSED
"verifyElementText(findTestObject(""Lockscreen/Create Lockscreen header""), ""Create Lockscreen"")",Chrome 121.0.0.0,,,2024-02-08 11:57:25,2024-02-08 11:57:26,"0,541s",PASSED
"click(findTestObject(""Wallpapers/more""))",Chrome 121.0.0.0,,,2024-02-08 11:57:26,2024-02-08 11:57:26,"0,474s",PASSED
"click(findTestObject(""Create Pop-up Alert Page/Choose recipients modal window/Filter field""))",Chrome 121.0.0.0,,,2024-02-08 11:57:26,2024-02-08 11:57:27,"0,452s",PASSED
"setText(findTestObject(""Create Pop-up Alert Page/Choose recipients modal window/Filter field""), ""LAPTOP-E6BU4LL9"")",Chrome 121.0.0.0,,,2024-02-08 11:57:27,2024-02-08 11:57:29,"2,173s",PASSED
"verifyElementText(findTestObject(""Create Pop-up Alert Page/Choose recipients modal window/All user list-filtered""), ""LAPTOP-E6BU4LL9 "")",Chrome 121.0.0.0,,,2024-02-08 11:57:29,2024-02-08 11:57:30,"1,546s",PASSED
"click(findTestObject(""Create Pop-up Alert Page/Choose recipients modal window/filtered user selection""))",Chrome 121.0.0.0,,,2024-02-08 11:57:30,2024-02-08 11:57:31,"0,321s",PASSED
"click(findTestObject(""Wallpapers/Done""))",Chrome 121.0.0.0,,,2024-02-08 11:57:31,2024-02-08 11:57:31,"0,534s",PASSED
"setText(findTestObject(""Create Pop-up Alert Page/Alert Title field""), ""TC-20"")",Chrome 121.0.0.0,,,2024-02-08 11:57:31,2024-02-08 11:57:32,"0,847s",PASSED
"verifyElementPresent(findTestObject(""Wallpapers/Upload wallpaper area""), 2)",Chrome 121.0.0.0,,,2024-02-08 11:57:32,2024-02-08 11:57:32,"0,277s",PASSED
"uploadFileWithDragAndDrop(findTestObject(""Wallpapers/Upload wallpaper area""), ""C:\Users\Home\git\Katalon\Imagesfortest\river.jpg"")",Chrome 121.0.0.0,,,2024-02-08 11:57:32,2024-02-08 11:57:33,"0,319s",PASSED
delay(90),Chrome 121.0.0.0,,,2024-02-08 11:57:33,2024-02-08 11:59:03,"1m - 30,015s",PASSED
"getAttribute(findTestObject(""Wallpapers/uploaded wallpaper file""), ""src"")",Chrome 121.0.0.0,,,2024-02-08 11:59:03,2024-02-08 11:59:03,"0,304s",PASSED
"click(findTestObject(""Wallpapers/Send wallpaper button""))",Chrome 121.0.0.0,,,2024-02-08 11:59:03,2024-02-08 11:59:03,"0,322s",PASSED
waitForPageLoad(2),Chrome 121.0.0.0,,,2024-02-08 11:59:03,2024-02-08 11:59:03,"0,015s",PASSED
"setText(findTestObject(""Pop-up Alerts page/Search by title field""), ""TC-20"")",Chrome 121.0.0.0,,,2024-02-08 11:59:03,2024-02-08 11:59:06,"2,254s",PASSED
"verifyElementText(findTestObject(""Pop-up Alerts page/Filtered sent alert""), ""TC-20"")",Chrome 121.0.0.0,,,2024-02-08 11:59:06,2024-02-08 11:59:06,"0,292s",PASSED
,,,,,,,
Test Cases/Lockscreens/Send Lockscreen PNG (TC-21),Chrome 121.0.0.0,,,2024-02-08 11:59:08,2024-02-08 12:01:35,"2m - 26,791s",PASSED
"click(findTestObject(""Dashboard Page/Compose alert button expansion""))",Chrome 121.0.0.0,,,2024-02-08 11:59:08,2024-02-08 11:59:08,"0,313s",PASSED
"click(findTestObject(""Dashboard Page/Lockscreens""))",Chrome 121.0.0.0,,,2024-02-08 11:59:08,2024-02-08 11:59:09,"0,578s",PASSED
"verifyElementText(findTestObject(""Lockscreen/Create Lockscreen header""), ""Create Lockscreen"")",Chrome 121.0.0.0,,,2024-02-08 11:59:09,2024-02-08 11:59:09,"0,526s",PASSED
"click(findTestObject(""Wallpapers/more""))",Chrome 121.0.0.0,,,2024-02-08 11:59:09,2024-02-08 11:59:10,"1,006s",PASSED
"click(findTestObject(""Create Pop-up Alert Page/Choose recipients modal window/Filter field""))",Chrome 121.0.0.0,,,2024-02-08 11:59:10,2024-02-08 11:59:12,"1,403s",PASSED
"setText(findTestObject(""Create Pop-up Alert Page/Choose recipients modal window/Filter field""), ""LAPTOP-E6BU4LL9"")",Chrome 121.0.0.0,,,2024-02-08 11:59:12,2024-02-08 11:59:12,"0,618s",PASSED
"verifyElementText(findTestObject(""Create Pop-up Alert Page/Choose recipients modal window/All user list-filtered""), ""LAPTOP-E6BU4LL9 "")",Chrome 121.0.0.0,,,2024-02-08 11:59:12,2024-02-08 11:59:14,"1,643s",PASSED
"click(findTestObject(""Create Pop-up Alert Page/Choose recipients modal window/filtered user selection""))",Chrome 121.0.0.0,,,2024-02-08 11:59:14,2024-02-08 11:59:14,"0,321s",PASSED
"click(findTestObject(""Wallpapers/Done""))",Chrome 121.0.0.0,,,2024-02-08 11:59:14,2024-02-08 11:59:15,"0,545s",PASSED
"setText(findTestObject(""Create Pop-up Alert Page/Alert Title field""), ""TC-21"")",Chrome 121.0.0.0,,,2024-02-08 11:59:15,2024-02-08 11:59:16,"0,858s",PASSED
