Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
RSVP Alert,Chrome 121.0.0.0,,,2024-02-27 16:17:52,2024-02-27 16:20:41,"2m - 49,219s",PASSED
,,,,,,,
Test Cases/Login Test Cases/Login with Valid Credentials,Chrome 121.0.0.0,,,2024-02-27 16:17:52,2024-02-27 16:18:04,"12,246s",PASSED
"openBrowser("""")",Chrome 121.0.0.0,,,2024-02-27 16:17:52,2024-02-27 16:17:54,"1,560s",PASSED
"navigateToUrl(""https://dadebug.commclouds.com/Demo/admin/auth"")",Chrome 121.0.0.0,,,2024-02-27 16:17:54,2024-02-27 16:17:55,"0,902s",PASSED
waitForPageLoad(3),Chrome 121.0.0.0,,,2024-02-27 16:17:55,2024-02-27 16:17:55,"0,118s",PASSED
maximizeWindow(),Chrome 121.0.0.0,,,2024-02-27 16:17:55,2024-02-27 16:17:55,"0,139s",PASSED
"verifyElementPresent(findTestObject(""Login Page/DAlogo""), 2)",Chrome 121.0.0.0,,,2024-02-27 16:17:55,2024-02-27 16:17:56,"0,832s",PASSED
"verifyElementPresent(findTestObject(""Login Page/Version number""), 2)",Chrome 121.0.0.0,,,2024-02-27 16:17:56,2024-02-27 16:17:56,"0,292s",PASSED
"verifyElementText(findTestObject(""Login Page/Version number""), ""Version: 11.4.0.1 (stage/11)"")",Chrome 121.0.0.0,,,2024-02-27 16:17:56,2024-02-27 16:17:56,"0,311s",PASSED
"setText(findTestObject(""Object Repository/Login Page/Login input field""), ""Zoya"")",Chrome 121.0.0.0,,,2024-02-27 16:17:56,2024-02-27 16:17:57,"0,642s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Login Page/Password input field""), ""tzH6RvlfSTg="")",Chrome 121.0.0.0,,,2024-02-27 16:17:57,2024-02-27 16:17:57,"0,354s",PASSED
"click(findTestObject(""Object Repository/Login Page/button_Log in""))",Chrome 121.0.0.0,,,2024-02-27 16:17:57,2024-02-27 16:17:58,"0,330s",PASSED
delay(4),Chrome 121.0.0.0,,,2024-02-27 16:17:58,2024-02-27 16:18:02,"4,025s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Login Page/h1_Dashboard""), 4)",Chrome 121.0.0.0,,,2024-02-27 16:18:02,2024-02-27 16:18:02,"0,267s",PASSED
,,,,,,,
Test Cases/RSVP/Send RSVP (TC-12),Chrome 121.0.0.0,,,2024-02-27 16:18:04,2024-02-27 16:19:37,"1m - 33,139s",PASSED
"click(findTestObject(""Dashboard Page/Compose alert button expansion""))",Chrome 121.0.0.0,,,2024-02-27 16:18:04,2024-02-27 16:18:05,"0,363s",PASSED
"click(findTestObject(""Dashboard Page/RSVP""))",Chrome 121.0.0.0,,,2024-02-27 16:18:05,2024-02-27 16:18:05,"0,613s",PASSED
"verifyElementText(findTestObject(""Create RSVP/Create RSVP Alert Header""), ""Create RSVP Alert"")",Chrome 121.0.0.0,,,2024-02-27 16:18:05,2024-02-27 16:18:08,"3,187s",PASSED
"click(findTestObject(""Create Pop-up Alert Page/More button""))",Chrome 121.0.0.0,,,2024-02-27 16:18:08,2024-02-27 16:18:09,"0,434s",PASSED
"callTestCase(findTestCase(""Built-in test cases/Choose recipients""), [:], STOP_ON_FAILURE)",Chrome 121.0.0.0,,,2024-02-27 16:18:09,2024-02-27 16:18:17,"8,004s",PASSED
"setText(findTestObject(""Create Pop-up Alert Page/Alert Title field""), ""TC-12"")",Chrome 121.0.0.0,,,2024-02-27 16:18:17,2024-02-27 16:18:18,"1,006s",PASSED
"switchToFrame(findTestObject(""Create Pop-up Alert Page/Alert body iframe""), 2)",Chrome 121.0.0.0,,,2024-02-27 16:18:18,2024-02-27 16:18:18,"0,314s",PASSED
"setText(findTestObject(""Create Pop-up Alert Page/Alert body""), ""Hello! This is automated RSVP alert from Katalon"")",Chrome 121.0.0.0,,,2024-02-27 16:18:18,2024-02-27 16:18:20,"1,385s",PASSED
switchToDefaultContent(),Chrome 121.0.0.0,,,2024-02-27 16:18:20,2024-02-27 16:18:20,"0,016s",PASSED
"setText(findTestObject(""Create RSVP/Question 1 title input""), ""What drink do You prefer?"")",Chrome 121.0.0.0,,,2024-02-27 16:18:20,2024-02-27 16:18:21,"1,361s",PASSED
"setText(findTestObject(""Create RSVP/Answer 1 input""), ""Tea"")",Chrome 121.0.0.0,,,2024-02-27 16:18:21,2024-02-27 16:18:22,"0,721s",PASSED
"setText(findTestObject(""Create RSVP/Answer 2 input""), ""Coffee"")",Chrome 121.0.0.0,,,2024-02-27 16:18:22,2024-02-27 16:18:22,"0,792s",PASSED
"check(findTestObject(""Create RSVP/Question 2 switch""))",Chrome 121.0.0.0,,,2024-02-27 16:18:22,2024-02-27 16:18:23,"0,388s",PASSED
"verifyElementChecked(findTestObject(""Create RSVP/Question 2 switch""), 1)",Chrome 121.0.0.0,,,2024-02-27 16:18:23,2024-02-27 16:18:23,"0,518s",PASSED
"setText(findTestObject(""Create RSVP/Question 2 title input""), ""Why?"")",Chrome 121.0.0.0,,,2024-02-27 16:18:23,2024-02-27 16:18:24,"0,897s",PASSED
"click(findTestObject(""Create Pop-up Alert Page/Send button""))",Chrome 121.0.0.0,,,2024-02-27 16:18:24,2024-02-27 16:18:25,"0,334s",PASSED
waitForPageLoad(2),Chrome 121.0.0.0,,,2024-02-27 16:18:25,2024-02-27 16:18:25,"0,015s",PASSED
"setText(findTestObject(""Pop-up Alerts page/Search by title field""), ""TC-12"")",Chrome 121.0.0.0,,,2024-02-27 16:18:25,2024-02-27 16:18:27,"2,206s",PASSED
"verifyElementText(findTestObject(""Pop-up Alerts page/Filtered sent alert""), ""TC-12"")",Chrome 121.0.0.0,,,2024-02-27 16:18:27,2024-02-27 16:18:27,"0,301s",PASSED
"callTestCase(findTestCase(""Built-in test cases/Actions menu check RSVP""), [:], STOP_ON_FAILURE)",Chrome 121.0.0.0,,,2024-02-27 16:18:27,2024-02-27 16:19:13,"46,195s",PASSED
"sendKeys(findTestObject(""Create Pop-up Alert Page/Alert Title field""), Keys.chord(CONTROL, ""a"", BACK_SPACE))",Chrome 121.0.0.0,,,2024-02-27 16:19:13,2024-02-27 16:19:16,"2,873s",PASSED
"setText(findTestObject(""Create Pop-up Alert Page/Alert Title field""), ""Duplicate RSVP alert"")",Chrome 121.0.0.0,,,2024-02-27 16:19:16,2024-02-27 16:19:17,"1,108s",PASSED
"click(findTestObject(""Create Pop-up Alert Page/Send button""))",Chrome 121.0.0.0,,,2024-02-27 16:19:17,2024-02-27 16:19:18,"0,385s",PASSED
waitForPageLoad(5),Chrome 121.0.0.0,,,2024-02-27 16:19:18,2024-02-27 16:19:18,"0,015s",PASSED
"setText(findTestObject(""Pop-up Alerts page/Search by title field""), ""TC-12"")",Chrome 121.0.0.0,,,2024-02-27 16:19:18,2024-02-27 16:19:19,"1,717s",PASSED
waitForPageLoad(5),Chrome 121.0.0.0,,,2024-02-27 16:19:19,2024-02-27 16:19:19,"0,014s",PASSED
"waitForElementClickable(findTestObject(""Survey/3dots Actions""), 2)",Chrome 121.0.0.0,,,2024-02-27 16:19:19,2024-02-27 16:19:20,"0,317s",PASSED
