Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Surveys,Chrome 121.0.0.0,,,2024-02-08 12:05:33,2024-02-08 12:07:08,"1m - 34,925s",PASSED
,,,,,,,
Test Cases/Login Test Cases/Login with Valid Credentials,Chrome 121.0.0.0,,,2024-02-08 12:05:33,2024-02-08 12:05:46,"13,440s",PASSED
"openBrowser("""")",Chrome 121.0.0.0,,,2024-02-08 12:05:33,2024-02-08 12:05:35,"1,571s",PASSED
"navigateToUrl(""https://dadebug.commclouds.com/Demo/admin/auth"")",Chrome 121.0.0.0,,,2024-02-08 12:05:35,2024-02-08 12:05:37,"1,817s",PASSED
waitForPageLoad(3),Chrome 121.0.0.0,,,2024-02-08 12:05:37,2024-02-08 12:05:37,"0,091s",PASSED
maximizeWindow(),Chrome 121.0.0.0,,,2024-02-08 12:05:37,2024-02-08 12:05:37,"0,151s",PASSED
"verifyElementPresent(findTestObject(""Login Page/DAlogo""), 2)",Chrome 121.0.0.0,,,2024-02-08 12:05:37,2024-02-08 12:05:38,"1,134s",PASSED
"verifyElementPresent(findTestObject(""Login Page/Version number""), 2)",Chrome 121.0.0.0,,,2024-02-08 12:05:38,2024-02-08 12:05:38,"0,277s",PASSED
"verifyElementText(findTestObject(""Login Page/Version number""), ""Version: 11.4.0.1 (stage/11)"")",Chrome 121.0.0.0,,,2024-02-08 12:05:38,2024-02-08 12:05:39,"0,293s",PASSED
"setText(findTestObject(""Object Repository/Login Page/Login input field""), ""Zoya"")",Chrome 121.0.0.0,,,2024-02-08 12:05:39,2024-02-08 12:05:39,"0,621s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Login Page/Password input field""), ""tzH6RvlfSTg="")",Chrome 121.0.0.0,,,2024-02-08 12:05:39,2024-02-08 12:05:39,"0,349s",PASSED
"click(findTestObject(""Object Repository/Login Page/button_Log in""))",Chrome 121.0.0.0,,,2024-02-08 12:05:39,2024-02-08 12:05:40,"0,330s",PASSED
delay(4),Chrome 121.0.0.0,,,2024-02-08 12:05:40,2024-02-08 12:05:44,"4,024s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Login Page/h1_Dashboard""), 4)",Chrome 121.0.0.0,,,2024-02-08 12:05:44,2024-02-08 12:05:44,"0,278s",PASSED
,,,,,,,
Test Cases/Surveys/Send Survey with one question and single choice(TC-25),Chrome 121.0.0.0,,,2024-02-08 12:05:46,2024-02-08 12:06:04,"17,441s",PASSED
"click(findTestObject(""Dashboard Page/Compose alert button expansion""))",Chrome 121.0.0.0,,,2024-02-08 12:05:46,2024-02-08 12:05:47,"0,328s",PASSED
"click(findTestObject(""Dashboard Page/Survey-Quizz-Poll""))",Chrome 121.0.0.0,,,2024-02-08 12:05:47,2024-02-08 12:05:47,"0,553s",PASSED
"check(findTestObject(""Survey/Classic survey radio button""))",Chrome 121.0.0.0,,,2024-02-08 12:05:47,2024-02-08 12:05:51,"3,878s",PASSED
"click(findTestObject(""Survey/More btn""))",Chrome 121.0.0.0,,,2024-02-08 12:05:51,2024-02-08 12:05:52,"0,584s",PASSED
"click(findTestObject(""Create Pop-up Alert Page/Choose recipients modal window/Filter field""))",Chrome 121.0.0.0,,,2024-02-08 12:05:52,2024-02-08 12:05:52,"0,547s",PASSED
"setText(findTestObject(""Create Pop-up Alert Page/Choose recipients modal window/Filter field""), ""LAPTOP-E6BU4LL9"")",Chrome 121.0.0.0,,,2024-02-08 12:05:52,2024-02-08 12:05:53,"1,293s",PASSED
