Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Lockscreens,Chrome 121.0.0.0,,,2024-02-26 09:11:06,2024-02-26 09:13:54,"2m - 47,392s",PASSED
,,,,,,,
Test Cases/Login Test Cases/Login with Valid Credentials,Chrome 121.0.0.0,,,2024-02-26 09:11:07,2024-02-26 09:11:19,"12,383s",PASSED
"openBrowser("""")",Chrome 121.0.0.0,,,2024-02-26 09:11:07,2024-02-26 09:11:09,"1,678s",PASSED
"navigateToUrl(""https://dadebug.commclouds.com/Demo/admin/auth"")",Chrome 121.0.0.0,,,2024-02-26 09:11:09,2024-02-26 09:11:10,"0,936s",PASSED
waitForPageLoad(3),Chrome 121.0.0.0,,,2024-02-26 09:11:10,2024-02-26 09:11:10,"0,108s",PASSED
maximizeWindow(),Chrome 121.0.0.0,,,2024-02-26 09:11:10,2024-02-26 09:11:10,"0,139s",PASSED
"verifyElementPresent(findTestObject(""Login Page/DAlogo""), 2)",Chrome 121.0.0.0,,,2024-02-26 09:11:10,2024-02-26 09:11:11,"0,769s",PASSED
"verifyElementPresent(findTestObject(""Login Page/Version number""), 2)",Chrome 121.0.0.0,,,2024-02-26 09:11:11,2024-02-26 09:11:11,"0,286s",PASSED
"verifyElementText(findTestObject(""Login Page/Version number""), ""Version: 11.4.0.1 (stage/11)"")",Chrome 121.0.0.0,,,2024-02-26 09:11:11,2024-02-26 09:11:11,"0,300s",PASSED
"setText(findTestObject(""Object Repository/Login Page/Login input field""), ""Zoya"")",Chrome 121.0.0.0,,,2024-02-26 09:11:11,2024-02-26 09:11:12,"0,633s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Login Page/Password input field""), ""tzH6RvlfSTg="")",Chrome 121.0.0.0,,,2024-02-26 09:11:12,2024-02-26 09:11:12,"0,356s",PASSED
"click(findTestObject(""Object Repository/Login Page/button_Log in""))",Chrome 121.0.0.0,,,2024-02-26 09:11:12,2024-02-26 09:11:13,"0,338s",PASSED
delay(4),Chrome 121.0.0.0,,,2024-02-26 09:11:13,2024-02-26 09:11:17,"4,024s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Login Page/h1_Dashboard""), 4)",Chrome 121.0.0.0,,,2024-02-26 09:11:17,2024-02-26 09:11:17,"0,278s",PASSED
,,,,,,,
Test Cases/Lockscreens/Send Lockscreen JPG (TC-20),Chrome 121.0.0.0,,,2024-02-26 09:11:19,2024-02-26 09:12:06,"46,774s",PASSED
"click(findTestObject(""Dashboard Page/Compose alert button expansion""))",Chrome 121.0.0.0,,,2024-02-26 09:11:19,2024-02-26 09:11:19,"0,361s",PASSED
"click(findTestObject(""Dashboard Page/Lockscreens""))",Chrome 121.0.0.0,,,2024-02-26 09:11:19,2024-02-26 09:11:20,"0,591s",PASSED
"verifyElementText(findTestObject(""Lockscreen/Create Lockscreen header""), ""Create Lockscreen"")",Chrome 121.0.0.0,,,2024-02-26 09:11:20,2024-02-26 09:11:21,"0,572s",PASSED
"click(findTestObject(""Wallpapers/more""))",Chrome 121.0.0.0,,,2024-02-26 09:11:21,2024-02-26 09:11:21,"0,573s",PASSED
"callTestCase(findTestCase(""Built-in test cases/Choose recipients""), [:], STOP_ON_FAILURE)",Chrome 121.0.0.0,,,2024-02-26 09:11:21,2024-02-26 09:11:29,"7,967s",PASSED
"setText(findTestObject(""Create Pop-up Alert Page/Alert Title field""), ""TC-20"")",Chrome 121.0.0.0,,,2024-02-26 09:11:29,2024-02-26 09:11:30,"0,867s",PASSED
"verifyElementPresent(findTestObject(""Wallpapers/Upload wallpaper area""), 2)",Chrome 121.0.0.0,,,2024-02-26 09:11:30,2024-02-26 09:11:30,"0,264s",PASSED
"uploadFileWithDragAndDrop(findTestObject(""Wallpapers/Upload wallpaper area""), ""C:\Users\Home\git\Katalon\Imagesfortest\river.jpg"")",Chrome 121.0.0.0,,,2024-02-26 09:11:30,2024-02-26 09:11:31,"0,331s",PASSED
delay(10),Chrome 121.0.0.0,,,2024-02-26 09:11:31,2024-02-26 09:11:41,"10,013s",PASSED
"getAttribute(findTestObject(""Wallpapers/uploaded wallpaper file""), ""src"")",Chrome 121.0.0.0,,,2024-02-26 09:11:41,2024-02-26 09:11:41,"0,295s",PASSED
"click(findTestObject(""Wallpapers/Send wallpaper button""))",Chrome 121.0.0.0,,,2024-02-26 09:11:41,2024-02-26 09:11:41,"0,323s",PASSED
waitForPageLoad(2),Chrome 121.0.0.0,,,2024-02-26 09:11:41,2024-02-26 09:11:41,"0,015s",PASSED
