Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Wallpapers,Chrome 121.0.0.0,,,2024-02-27 16:20:50,2024-02-27 16:23:35,"2m - 44,699s",PASSED
,,,,,,,
Test Cases/Login Test Cases/Login with Valid Credentials,Chrome 121.0.0.0,,,2024-02-27 16:20:50,2024-02-27 16:21:03,"12,494s",PASSED
"openBrowser("""")",Chrome 121.0.0.0,,,2024-02-27 16:20:51,2024-02-27 16:20:52,"1,635s",PASSED
"navigateToUrl(""https://dadebug.commclouds.com/Demo/admin/auth"")",Chrome 121.0.0.0,,,2024-02-27 16:20:52,2024-02-27 16:20:53,"0,919s",PASSED
waitForPageLoad(3),Chrome 121.0.0.0,,,2024-02-27 16:20:53,2024-02-27 16:20:53,"0,099s",PASSED
maximizeWindow(),Chrome 121.0.0.0,,,2024-02-27 16:20:53,2024-02-27 16:20:53,"0,151s",PASSED
"verifyElementPresent(findTestObject(""Login Page/DAlogo""), 2)",Chrome 121.0.0.0,,,2024-02-27 16:20:53,2024-02-27 16:20:54,"0,915s",PASSED
"verifyElementPresent(findTestObject(""Login Page/Version number""), 2)",Chrome 121.0.0.0,,,2024-02-27 16:20:54,2024-02-27 16:20:55,"0,293s",PASSED
"verifyElementText(findTestObject(""Login Page/Version number""), ""Version: 11.4.0.1 (stage/11)"")",Chrome 121.0.0.0,,,2024-02-27 16:20:55,2024-02-27 16:20:55,"0,291s",PASSED
"setText(findTestObject(""Object Repository/Login Page/Login input field""), ""Zoya"")",Chrome 121.0.0.0,,,2024-02-27 16:20:55,2024-02-27 16:20:56,"0,622s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Login Page/Password input field""), ""tzH6RvlfSTg="")",Chrome 121.0.0.0,,,2024-02-27 16:20:56,2024-02-27 16:20:56,"0,366s",PASSED
"click(findTestObject(""Object Repository/Login Page/button_Log in""))",Chrome 121.0.0.0,,,2024-02-27 16:20:56,2024-02-27 16:20:56,"0,340s",PASSED
delay(4),Chrome 121.0.0.0,,,2024-02-27 16:20:56,2024-02-27 16:21:00,"4,030s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Login Page/h1_Dashboard""), 4)",Chrome 121.0.0.0,,,2024-02-27 16:21:00,2024-02-27 16:21:01,"0,268s",PASSED
,,,,,,,
Test Cases/Wallpapers/Send Wallpaper JPG (TC-15),Chrome 121.0.0.0,send wallpaper using compose alert drop-down menu,,2024-02-27 16:21:03,2024-02-27 16:21:52,"49,074s",PASSED
"click(findTestObject(""Dashboard Page/Compose alert button expansion""))",Chrome 121.0.0.0,,,2024-02-27 16:21:03,2024-02-27 16:21:03,"0,349s",PASSED
"click(findTestObject(""Dashboard Page/Wallpapers""))",Chrome 121.0.0.0,,,2024-02-27 16:21:03,2024-02-27 16:21:04,"0,570s",PASSED
"verifyElementText(findTestObject(""Wallpapers/Create Wallpaper Header""), ""Create Wallpaper"")",Chrome 121.0.0.0,,,2024-02-27 16:21:04,2024-02-27 16:21:05,"1,048s",PASSED
"click(findTestObject(""Wallpapers/more""))",Chrome 121.0.0.0,,,2024-02-27 16:21:05,2024-02-27 16:21:05,"0,366s",PASSED
"callTestCase(findTestCase(""Built-in test cases/Choose recipients""), [:], STOP_ON_FAILURE)",Chrome 121.0.0.0,,,2024-02-27 16:21:05,2024-02-27 16:21:13,"7,870s",PASSED
"setText(findTestObject(""Create Pop-up Alert Page/Alert Title field""), ""TC-15"")",Chrome 121.0.0.0,,,2024-02-27 16:21:13,2024-02-27 16:21:14,"0,908s",PASSED
