Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Surveys,Chrome 123.0.0.0,,,22-04-2024 13:25:06,22-04-2024 13:36:06,"11m - 0,161s",FAILED
,,,,,,,
Test Cases/Login Test Cases/Login with Valid Credentials,Chrome 123.0.0.0,,,22-04-2024 13:25:06,22-04-2024 13:25:18,"11,828s",PASSED
"openBrowser("""")",Chrome 123.0.0.0,,,22-04-2024 13:25:07,22-04-2024 13:25:08,"1,570s",PASSED
"navigateToUrl(""https://dadebug.commclouds.com/Demo"")",Chrome 123.0.0.0,,,22-04-2024 13:25:08,22-04-2024 13:25:09,"0,921s",PASSED
waitForPageLoad(3),Chrome 123.0.0.0,,,22-04-2024 13:25:09,22-04-2024 13:25:09,"0,097s",PASSED
maximizeWindow(),Chrome 123.0.0.0,,,22-04-2024 13:25:09,22-04-2024 13:25:10,"0,160s",PASSED
"verifyElementPresent(findTestObject(""Login Page/DAlogo""), 2)",Chrome 123.0.0.0,,,22-04-2024 13:25:10,22-04-2024 13:25:10,"0,763s",PASSED
"verifyElementPresent(findTestObject(""Login Page/Version number""), 2)",Chrome 123.0.0.0,,,22-04-2024 13:25:10,22-04-2024 13:25:11,"0,260s",PASSED
"verifyElementText(findTestObject(""Login Page/Version number""), ""Version: 11.4.0.2 (stage/11)"")",Chrome 123.0.0.0,,,22-04-2024 13:25:11,22-04-2024 13:25:11,"0,007s",NOT_RUN
"setText(findTestObject(""Object Repository/Login Page/Login input field""), ""Zoya"")",Chrome 123.0.0.0,,,22-04-2024 13:25:11,22-04-2024 13:25:11,"0,629s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Login Page/Password input field""), ""tzH6RvlfSTg="")",Chrome 123.0.0.0,,,22-04-2024 13:25:11,22-04-2024 13:25:12,"0,338s",PASSED
"click(findTestObject(""Object Repository/Login Page/button_Log in""))",Chrome 123.0.0.0,,,22-04-2024 13:25:12,22-04-2024 13:25:12,"0,326s",PASSED
