Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Surveys,Chrome 121.0.0.0,,,2024-02-28 09:08:29,2024-02-28 09:17:30,"9m - 1,130s",PASSED
,,,,,,,
Test Cases/Login Test Cases/Login with Valid Credentials,Chrome 121.0.0.0,,,2024-02-28 09:08:29,2024-02-28 09:08:42,"13,068s",PASSED
"openBrowser("""")",Chrome 121.0.0.0,,,2024-02-28 09:08:29,2024-02-28 09:08:31,"1,852s",PASSED
"navigateToUrl(""https://dadebug.commclouds.com/Demo/admin/auth"")",Chrome 121.0.0.0,,,2024-02-28 09:08:31,2024-02-28 09:08:32,"1,166s",PASSED
waitForPageLoad(3),Chrome 121.0.0.0,,,2024-02-28 09:08:32,2024-02-28 09:08:32,"0,129s",PASSED
maximizeWindow(),Chrome 121.0.0.0,,,2024-02-28 09:08:32,2024-02-28 09:08:33,"0,147s",PASSED
"verifyElementPresent(findTestObject(""Login Page/DAlogo""), 2)",Chrome 121.0.0.0,,,2024-02-28 09:08:33,2024-02-28 09:08:33,"0,833s",PASSED
"verifyElementPresent(findTestObject(""Login Page/Version number""), 2)",Chrome 121.0.0.0,,,2024-02-28 09:08:33,2024-02-28 09:08:34,"0,295s",PASSED
"verifyElementText(findTestObject(""Login Page/Version number""), ""Version: 11.4.0.1 (stage/11)"")",Chrome 121.0.0.0,,,2024-02-28 09:08:34,2024-02-28 09:08:34,"0,306s",PASSED
"setText(findTestObject(""Object Repository/Login Page/Login input field""), ""Zoya"")",Chrome 121.0.0.0,,,2024-02-28 09:08:34,2024-02-28 09:08:35,"0,666s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Login Page/Password input field""), ""tzH6RvlfSTg="")",Chrome 121.0.0.0,,,2024-02-28 09:08:35,2024-02-28 09:08:35,"0,390s",PASSED
"click(findTestObject(""Object Repository/Login Page/button_Log in""))",Chrome 121.0.0.0,,,2024-02-28 09:08:35,2024-02-28 09:08:35,"0,370s",PASSED
delay(4),Chrome 121.0.0.0,,,2024-02-28 09:08:35,2024-02-28 09:08:39,"4,030s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Login Page/h1_Dashboard""), 4)",Chrome 121.0.0.0,,,2024-02-28 09:08:39,2024-02-28 09:08:40,"0,282s",PASSED
,,,,,,,
Test Cases/Surveys-Quizz-Poll/Send Survey with one question and single choice(TC-25),Chrome 121.0.0.0,,,2024-02-28 09:08:42,2024-02-28 09:09:40,"58,715s",PASSED
"click(findTestObject(""Dashboard Page/Compose alert button expansion""))",Chrome 121.0.0.0,,,2024-02-28 09:08:42,2024-02-28 09:08:42,"0,368s",PASSED
"click(findTestObject(""Dashboard Page/Survey-Quizz-Poll""))",Chrome 121.0.0.0,,,2024-02-28 09:08:42,2024-02-28 09:08:43,"0,520s",PASSED
"check(findTestObject(""Survey/Classic survey radio button""))",Chrome 121.0.0.0,,,2024-02-28 09:08:43,2024-02-28 09:08:46,"3,158s",PASSED
"click(findTestObject(""Survey/More btn""))",Chrome 121.0.0.0,,,2024-02-28 09:08:46,2024-02-28 09:08:47,"0,680s",PASSED
"callTestCase(findTestCase(""Built-in test cases/Choose recipients""), [:], STOP_ON_FAILURE)",Chrome 121.0.0.0,,,2024-02-28 09:08:47,2024-02-28 09:08:55,"7,987s",PASSED
"setText(findTestObject(""Create Pop-up Alert Page/Alert Title field""), ""TC-25"")",Chrome 121.0.0.0,,,2024-02-28 09:08:55,2024-02-28 09:08:56,"1,002s",PASSED
"setText(findTestObject(""Survey/Q1 input""), ""Are you satisfied with our services?"")",Chrome 121.0.0.0,,,2024-02-28 09:08:56,2024-02-28 09:08:57,"1,557s",PASSED
"setText(findTestObject(""Survey/Q1 Answer 1 input field""), ""Yes"")",Chrome 121.0.0.0,,,2024-02-28 09:08:57,2024-02-28 09:08:58,"0,703s",PASSED
"setText(findTestObject(""Survey/Q1 answer 2 input field""), ""No"")",Chrome 121.0.0.0,,,2024-02-28 09:08:58,2024-02-28 09:08:59,"0,698s",PASSED
"click(findTestObject(""Survey/Add question btn""))",Chrome 121.0.0.0,,,2024-02-28 09:08:59,2024-02-28 09:08:59,"0,376s",PASSED
"click(findTestObject(""Survey/Q2 delete btn""))",Chrome 121.0.0.0,,,2024-02-28 09:08:59,2024-02-28 09:09:00,"0,587s",PASSED
"verifyElementNotPresent(findTestObject(""Survey/Q2 delete btn""), 2)",Chrome 121.0.0.0,,,2024-02-28 09:09:00,2024-02-28 09:09:00,"0,470s",PASSED
"click(findTestObject(""Create Pop-up Alert Page/Alerts settings right-hand menu/Skin choice button""))",Chrome 121.0.0.0,,,2024-02-28 09:09:00,2024-02-28 09:09:00,"0,366s",PASSED
"click(findTestObject(""Create Pop-up Alert Page/Alerts settings right-hand menu/Skin with given index""))",Chrome 121.0.0.0,,,2024-02-28 09:09:00,2024-02-28 09:09:01,"0,583s",PASSED
"sendKeys(findTestObject(""Survey/alert width""), Keys.chord(CONTROL, ""a"", BACK_SPACE))",Chrome 121.0.0.0,,,2024-02-28 09:09:01,2024-02-28 09:09:02,"0,935s",PASSED
"setText(findTestObject(""Survey/alert width""), ""400"")",Chrome 121.0.0.0,,,2024-02-28 09:09:02,2024-02-28 09:09:03,"0,928s",PASSED
"sendKeys(findTestObject(""Survey/alert height""), Keys.chord(CONTROL, ""a"", BACK_SPACE))",Chrome 121.0.0.0,,,2024-02-28 09:09:03,2024-02-28 09:09:03,"0,405s",PASSED
"setText(findTestObject(""Survey/alert height""), ""500"")",Chrome 121.0.0.0,,,2024-02-28 09:09:03,2024-02-28 09:09:04,"0,916s",PASSED
"click(findTestObject(""Survey/Preview Survey btn""))",Chrome 121.0.0.0,,,2024-02-28 09:09:04,2024-02-28 09:09:05,"0,565s",PASSED
"switchToFrame(findTestObject(""Create Pop-up Alert Page/Preview alert iframe""), 2)",Chrome 121.0.0.0,,,2024-02-28 09:09:05,2024-02-28 09:09:06,"1,095s",PASSED
takeFullPageScreenshot(),Chrome 121.0.0.0,,,2024-02-28 09:09:06,2024-02-28 09:09:07,"0,628s",PASSED
switchToDefaultContent(),Chrome 121.0.0.0,,,2024-02-28 09:09:07,2024-02-28 09:09:07,"0,022s",PASSED
"click(findTestObject(""Survey/Send btn Survey""))",Chrome 121.0.0.0,,,2024-02-28 09:09:07,2024-02-28 09:09:07,"0,362s",PASSED
"setText(findTestObject(""Pop-up Alerts page/Search by title field""), ""TC-25"")",Chrome 121.0.0.0,,,2024-02-28 09:09:07,2024-02-28 09:09:09,"2,332s",PASSED
"verifyElementText(findTestObject(""Pop-up Alerts page/Filtered sent alert""), ""TC-25"")",Chrome 121.0.0.0,,,2024-02-28 09:09:09,2024-02-28 09:09:10,"0,302s",PASSED
"callTestCase(findTestCase(""Built-in test cases/Actions menu check""), [:], STOP_ON_FAILURE)",Chrome 121.0.0.0,,,2024-02-28 09:09:10,2024-02-28 09:09:24,"14,211s",PASSED
"sendKeys(findTestObject(""Create Pop-up Alert Page/Alert Title field""), Keys.chord(CONTROL, ""a"", BACK_SPACE))",Chrome 121.0.0.0,,,2024-02-28 09:09:24,2024-02-28 09:09:26,"2,672s",PASSED
"setText(findTestObject(""Create Pop-up Alert Page/Alert Title field""), ""Duplicate survey"")",Chrome 121.0.0.0,,,2024-02-28 09:09:26,2024-02-28 09:09:27,"0,979s",PASSED
"click(findTestObject(""Survey/Send btn Survey""))",Chrome 121.0.0.0,,,2024-02-28 09:09:27,2024-02-28 09:09:28,"0,359s",PASSED
"setText(findTestObject(""Pop-up Alerts page/Search by title field""), ""TC-25"")",Chrome 121.0.0.0,,,2024-02-28 09:09:28,2024-02-28 09:09:30,"2,100s",PASSED
"callTestCase(findTestCase(""Built-in test cases/Select all and Delete""), [:], STOP_ON_FAILURE)",Chrome 121.0.0.0,,,2024-02-28 09:09:30,2024-02-28 09:09:34,"3,786s",PASSED
"setText(findTestObject(""Pop-up Alerts page/Search by title field""), ""Duplicate survey"")",Chrome 121.0.0.0,,,2024-02-28 09:09:34,2024-02-28 09:09:35,"1,298s",PASSED
"waitForElementClickable(findTestObject(""Create Pop-up Alert Page/sent alerts checkbox""), 2)",Chrome 121.0.0.0,,,2024-02-28 09:09:35,2024-02-28 09:09:36,"1,379s",PASSED
"check(findTestObject(""Create Pop-up Alert Page/sent alerts checkbox""))",Chrome 121.0.0.0,,,2024-02-28 09:09:36,2024-02-28 09:09:37,"0,391s",PASSED
"verifyElementChecked(findTestObject(""Create Pop-up Alert Page/sent alerts checkbox""), 2)",Chrome 121.0.0.0,,,2024-02-28 09:09:37,2024-02-28 09:09:37,"0,515s",PASSED
"click(findTestObject(""Pop-up Alerts page/delete all""))",Chrome 121.0.0.0,,,2024-02-28 09:09:37,2024-02-28 09:09:38,"0,612s",PASSED
"click(findTestObject(""Pop-up Alerts page/Confirm deletion btn""))",Chrome 121.0.0.0,,,2024-02-28 09:09:38,2024-02-28 09:09:38,"0,598s",PASSED
,,,,,,,
Test Cases/Surveys-Quizz-Poll/Send Survey with 2 questions(single and mutiple choice)(TC-26),Chrome 121.0.0.0,,,2024-02-28 09:09:40,2024-02-28 09:10:36,"55,616s",PASSED
