Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Wallpapers,Chrome 122.0.0.0,,,05-03-2024 17:31:47,05-03-2024 17:34:34,"2m - 47,134s",PASSED
,,,,,,,
Test Cases/Login Test Cases/Login with Valid Credentials,Chrome 122.0.0.0,,,05-03-2024 17:31:47,05-03-2024 17:32:00,"12,452s",PASSED
"openBrowser("""")",Chrome 122.0.0.0,,,05-03-2024 17:31:48,05-03-2024 17:31:49,"1,632s",PASSED
"navigateToUrl(""https://dadebug.commclouds.com/Demo/admin/auth"")",Chrome 122.0.0.0,,,05-03-2024 17:31:49,05-03-2024 17:31:50,"0,861s",PASSED
waitForPageLoad(3),Chrome 122.0.0.0,,,05-03-2024 17:31:50,05-03-2024 17:31:50,"0,126s",PASSED
maximizeWindow(),Chrome 122.0.0.0,,,05-03-2024 17:31:50,05-03-2024 17:31:50,"0,194s",PASSED
"verifyElementPresent(findTestObject(""Login Page/DAlogo""), 2)",Chrome 122.0.0.0,,,05-03-2024 17:31:50,05-03-2024 17:31:51,"0,821s",PASSED
"verifyElementPresent(findTestObject(""Login Page/Version number""), 2)",Chrome 122.0.0.0,,,05-03-2024 17:31:51,05-03-2024 17:31:51,"0,297s",PASSED
"verifyElementText(findTestObject(""Login Page/Version number""), ""Version: 11.4.0.2 (stage/11)"")",Chrome 122.0.0.0,,,05-03-2024 17:31:51,05-03-2024 17:31:52,"0,313s",PASSED
"setText(findTestObject(""Object Repository/Login Page/Login input field""), ""Zoya"")",Chrome 122.0.0.0,,,05-03-2024 17:31:52,05-03-2024 17:31:52,"0,639s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Login Page/Password input field""), ""tzH6RvlfSTg="")",Chrome 122.0.0.0,,,05-03-2024 17:31:52,05-03-2024 17:31:53,"0,380s",PASSED
"click(findTestObject(""Object Repository/Login Page/button_Log in""))",Chrome 122.0.0.0,,,05-03-2024 17:31:53,05-03-2024 17:31:53,"0,337s",PASSED
delay(4),Chrome 122.0.0.0,,,05-03-2024 17:31:53,05-03-2024 17:31:57,"4,021s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Login Page/h1_Dashboard""), 4)",Chrome 122.0.0.0,,,05-03-2024 17:31:57,05-03-2024 17:31:57,"0,304s",PASSED
,,,,,,,
Test Cases/Wallpapers/Send Wallpaper JPG (TC-15),Chrome 122.0.0.0,send wallpaper using compose alert drop-down menu,,05-03-2024 17:32:00,05-03-2024 17:32:48,"48,111s",PASSED
"click(findTestObject(""Dashboard Page/Compose alert button expansion""))",Chrome 122.0.0.0,,,05-03-2024 17:32:00,05-03-2024 17:32:00,"0,352s",PASSED
"click(findTestObject(""Dashboard Page/Wallpapers""))",Chrome 122.0.0.0,,,05-03-2024 17:32:00,05-03-2024 17:32:01,"0,509s",PASSED
"verifyElementText(findTestObject(""Wallpapers/Create Wallpaper Header""), ""Create Wallpaper"")",Chrome 122.0.0.0,,,05-03-2024 17:32:01,05-03-2024 17:32:02,"1,013s",PASSED
"click(findTestObject(""Wallpapers/more""))",Chrome 122.0.0.0,,,05-03-2024 17:32:02,05-03-2024 17:32:02,"0,382s",PASSED
"callTestCase(findTestCase(""Built-in test cases/Choose recipients""), [:], STOP_ON_FAILURE)",Chrome 122.0.0.0,,,05-03-2024 17:32:02,05-03-2024 17:32:10,"7,906s",PASSED
"setText(findTestObject(""Create Pop-up Alert Page/Alert Title field""), ""TC-15"")",Chrome 122.0.0.0,,,05-03-2024 17:32:10,05-03-2024 17:32:11,"0,912s",PASSED
"verifyElementPresent(findTestObject(""Wallpapers/Upload wallpaper area""), 2)",Chrome 122.0.0.0,,,05-03-2024 17:32:11,05-03-2024 17:32:11,"0,289s",PASSED
"uploadFileWithDragAndDrop(findTestObject(""Wallpapers/Upload wallpaper area""), ""C:\Users\Home\git\Katalon\Imagesfortest\river.jpg"")",Chrome 122.0.0.0,,,05-03-2024 17:32:11,05-03-2024 17:32:11,"0,338s",PASSED
delay(10),Chrome 122.0.0.0,,,05-03-2024 17:32:11,05-03-2024 17:32:21,"10,019s",PASSED
"getAttribute(findTestObject(""Wallpapers/uploaded wallpaper file""), ""src"")",Chrome 122.0.0.0,,,05-03-2024 17:32:21,05-03-2024 17:32:22,"0,292s",PASSED
"click(findTestObject(""Wallpapers/Send wallpaper button""))",Chrome 122.0.0.0,,,05-03-2024 17:32:22,05-03-2024 17:32:22,"0,335s",PASSED
waitForPageLoad(2),Chrome 122.0.0.0,,,05-03-2024 17:32:22,05-03-2024 17:32:22,"0,021s",PASSED
"setText(findTestObject(""Pop-up Alerts page/Search by title field""), ""TC-15"")",Chrome 122.0.0.0,,,05-03-2024 17:32:22,05-03-2024 17:32:24,"1,976s",PASSED
"verifyElementText(findTestObject(""Pop-up Alerts page/Filtered sent alert""), ""TC-15"")",Chrome 122.0.0.0,,,05-03-2024 17:32:24,05-03-2024 17:32:24,"0,322s",PASSED
"callTestCase(findTestCase(""Built-in test cases/Actions menu Wallpapers-Lockscreens-Screensaver""), [:], STOP_ON_FAILURE)",Chrome 122.0.0.0,,,05-03-2024 17:32:24,05-03-2024 17:32:34,"9,554s",PASSED
"sendKeys(findTestObject(""Create Pop-up Alert Page/Alert Title field""), Keys.chord(CONTROL, ""a"", BACK_SPACE))",Chrome 122.0.0.0,,,05-03-2024 17:32:34,05-03-2024 17:32:35,"0,686s",PASSED
"setText(findTestObject(""Create Pop-up Alert Page/Alert Title field""), ""Duplicate Wallpaper"")",Chrome 122.0.0.0,,,05-03-2024 17:32:35,05-03-2024 17:32:36,"1,044s",PASSED
"click(findTestObject(""Wallpapers/Send wallpaper button""))",Chrome 122.0.0.0,,,05-03-2024 17:32:36,05-03-2024 17:32:36,"0,339s",PASSED
