Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
RSVP Alert,Chrome 121.0.0.0,,,2024-02-26 10:58:42,2024-02-26 11:01:18,"2m - 36,232s",PASSED
,,,,,,,
Test Cases/Login Test Cases/Login with Valid Credentials,Chrome 121.0.0.0,,,2024-02-26 10:58:42,2024-02-26 10:58:54,"12,320s",PASSED
"openBrowser("""")",Chrome 121.0.0.0,,,2024-02-26 10:58:43,2024-02-26 10:58:44,"1,562s",PASSED
"navigateToUrl(""https://dadebug.commclouds.com/Demo/admin/auth"")",Chrome 121.0.0.0,,,2024-02-26 10:58:44,2024-02-26 10:58:45,"1,014s",PASSED
waitForPageLoad(3),Chrome 121.0.0.0,,,2024-02-26 10:58:45,2024-02-26 10:58:45,"0,097s",PASSED
maximizeWindow(),Chrome 121.0.0.0,,,2024-02-26 10:58:45,2024-02-26 10:58:45,"0,151s",PASSED
"verifyElementPresent(findTestObject(""Login Page/DAlogo""), 2)",Chrome 121.0.0.0,,,2024-02-26 10:58:45,2024-02-26 10:58:46,"0,818s",PASSED
"verifyElementPresent(findTestObject(""Login Page/Version number""), 2)",Chrome 121.0.0.0,,,2024-02-26 10:58:46,2024-02-26 10:58:46,"0,283s",PASSED
"verifyElementText(findTestObject(""Login Page/Version number""), ""Version: 11.4.0.1 (stage/11)"")",Chrome 121.0.0.0,,,2024-02-26 10:58:46,2024-02-26 10:58:47,"0,297s",PASSED
"setText(findTestObject(""Object Repository/Login Page/Login input field""), ""Zoya"")",Chrome 121.0.0.0,,,2024-02-26 10:58:47,2024-02-26 10:58:47,"0,618s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Login Page/Password input field""), ""tzH6RvlfSTg="")",Chrome 121.0.0.0,,,2024-02-26 10:58:47,2024-02-26 10:58:48,"0,353s",PASSED
"click(findTestObject(""Object Repository/Login Page/button_Log in""))",Chrome 121.0.0.0,,,2024-02-26 10:58:48,2024-02-26 10:58:48,"0,305s",PASSED
delay(4),Chrome 121.0.0.0,,,2024-02-26 10:58:48,2024-02-26 10:58:52,"4,020s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Login Page/h1_Dashboard""), 4)",Chrome 121.0.0.0,,,2024-02-26 10:58:52,2024-02-26 10:58:52,"0,298s",PASSED
,,,,,,,
Test Cases/RSVP/Send RSVP (TC-12),Chrome 121.0.0.0,,,2024-02-26 10:58:54,2024-02-26 11:00:27,"1m - 33,042s",PASSED
"click(findTestObject(""Dashboard Page/Compose alert button expansion""))",Chrome 121.0.0.0,,,2024-02-26 10:58:55,2024-02-26 10:58:55,"0,362s",PASSED
"click(findTestObject(""Dashboard Page/RSVP""))",Chrome 121.0.0.0,,,2024-02-26 10:58:55,2024-02-26 10:58:56,"0,617s",PASSED
"verifyElementText(findTestObject(""Create RSVP/Create RSVP Alert Header""), ""Create RSVP Alert"")",Chrome 121.0.0.0,,,2024-02-26 10:58:56,2024-02-26 10:58:59,"2,986s",PASSED
"click(findTestObject(""Create Pop-up Alert Page/More button""))",Chrome 121.0.0.0,,,2024-02-26 10:58:59,2024-02-26 10:58:59,"0,398s",PASSED
"callTestCase(findTestCase(""Built-in test cases/Choose recipients""), [:], STOP_ON_FAILURE)",Chrome 121.0.0.0,,,2024-02-26 10:58:59,2024-02-26 10:59:07,"7,862s",PASSED
"setText(findTestObject(""Create Pop-up Alert Page/Alert Title field""), ""TC-12"")",Chrome 121.0.0.0,,,2024-02-26 10:59:07,2024-02-26 10:59:08,"0,910s",PASSED
"switchToFrame(findTestObject(""Create Pop-up Alert Page/Alert body iframe""), 2)",Chrome 121.0.0.0,,,2024-02-26 10:59:08,2024-02-26 10:59:08,"0,303s",PASSED
"setText(findTestObject(""Create Pop-up Alert Page/Alert body""), ""Hello! This is automated RSVP alert from Katalon"")",Chrome 121.0.0.0,,,2024-02-26 10:59:08,2024-02-26 10:59:09,"1,252s",PASSED
switchToDefaultContent(),Chrome 121.0.0.0,,,2024-02-26 10:59:09,2024-02-26 10:59:09,"0,023s",PASSED
"setText(findTestObject(""Create RSVP/Question 1 title input""), ""What drink do You prefer?"")",Chrome 121.0.0.0,,,2024-02-26 10:59:09,2024-02-26 10:59:11,"1,338s",PASSED
"setText(findTestObject(""Create RSVP/Answer 1 input""), ""Tea"")",Chrome 121.0.0.0,,,2024-02-26 10:59:11,2024-02-26 10:59:11,"0,742s",PASSED
"setText(findTestObject(""Create RSVP/Answer 2 input""), ""Coffee"")",Chrome 121.0.0.0,,,2024-02-26 10:59:11,2024-02-26 10:59:12,"0,820s",PASSED
"check(findTestObject(""Create RSVP/Question 2 switch""))",Chrome 121.0.0.0,,,2024-02-26 10:59:12,2024-02-26 10:59:13,"0,376s",PASSED
