Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Scrolling ticker,Chrome 123.0.0.0,,,22-04-2024 12:00:22,22-04-2024 12:02:58,"2m - 35,716s",PASSED
,,,,,,,
Test Cases/Login Test Cases/Login with Valid Credentials,Chrome 123.0.0.0,,,22-04-2024 12:00:22,22-04-2024 12:00:34,"11,764s",PASSED
"openBrowser("""")",Chrome 123.0.0.0,,,22-04-2024 12:00:22,22-04-2024 12:00:24,"1,540s",PASSED
"navigateToUrl(""https://dadebug.commclouds.com/Demo"")",Chrome 123.0.0.0,,,22-04-2024 12:00:24,22-04-2024 12:00:25,"0,945s",PASSED
waitForPageLoad(3),Chrome 123.0.0.0,,,22-04-2024 12:00:25,22-04-2024 12:00:25,"0,101s",PASSED
maximizeWindow(),Chrome 123.0.0.0,,,22-04-2024 12:00:25,22-04-2024 12:00:25,"0,151s",PASSED
"verifyElementPresent(findTestObject(""Login Page/DAlogo""), 2)",Chrome 123.0.0.0,,,22-04-2024 12:00:25,22-04-2024 12:00:26,"0,749s",PASSED
"verifyElementPresent(findTestObject(""Login Page/Version number""), 2)",Chrome 123.0.0.0,,,22-04-2024 12:00:26,22-04-2024 12:00:26,"0,261s",PASSED
"verifyElementText(findTestObject(""Login Page/Version number""), ""Version: 11.4.0.2 (stage/11)"")",Chrome 123.0.0.0,,,22-04-2024 12:00:26,22-04-2024 12:00:26,"0,005s",NOT_RUN
"setText(findTestObject(""Object Repository/Login Page/Login input field""), ""Zoya"")",Chrome 123.0.0.0,,,22-04-2024 12:00:26,22-04-2024 12:00:27,"0,638s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Login Page/Password input field""), ""tzH6RvlfSTg="")",Chrome 123.0.0.0,,,22-04-2024 12:00:27,22-04-2024 12:00:27,"0,346s",PASSED
"click(findTestObject(""Object Repository/Login Page/button_Log in""))",Chrome 123.0.0.0,,,22-04-2024 12:00:27,22-04-2024 12:00:27,"0,332s",PASSED
delay(4),Chrome 123.0.0.0,,,22-04-2024 12:00:27,22-04-2024 12:00:31,"4,033s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Login Page/h1_Dashboard""), 4)",Chrome 123.0.0.0,,,22-04-2024 12:00:31,22-04-2024 12:00:32,"0,283s",PASSED
,,,,,,,
Test Cases/Ticker/Send Ticker (TC-7),Chrome 123.0.0.0,using Compose Alert Drop-down menu,,22-04-2024 12:00:34,22-04-2024 12:01:15,"41,492s",PASSED
"click(findTestObject(""Dashboard Page/Compose alert button expansion""))",Chrome 123.0.0.0,,,22-04-2024 12:00:34,22-04-2024 12:00:34,"0,341s",PASSED
"click(findTestObject(""Dashboard Page/Scrolling tickers""))",Chrome 123.0.0.0,,,22-04-2024 12:00:34,22-04-2024 12:00:35,"0,475s",PASSED
"verifyElementText(findTestObject(""Create Scrolling ticker/Create Scrolling ticker header""), ""Create Scrolling Ticker"")",Chrome 123.0.0.0,,,22-04-2024 12:00:35,22-04-2024 12:00:36,"1,182s",PASSED
waitForPageLoad(1),Chrome 123.0.0.0,,,22-04-2024 12:00:36,22-04-2024 12:00:36,"0,012s",PASSED
"click(findTestObject(""Create Pop-up Alert Page/More button""))",Chrome 123.0.0.0,,,22-04-2024 12:00:36,22-04-2024 12:00:36,"0,366s",PASSED
"callTestCase(findTestCase(""Built-in test cases/Choose recipients""), [:], STOP_ON_FAILURE)",Chrome 123.0.0.0,,,22-04-2024 12:00:36,22-04-2024 12:00:44,"7,677s",PASSED
