Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Wallpapers,Chrome 121.0.0.0,,,2024-02-28 08:58:54,2024-02-28 09:01:44,"2m - 49,434s",PASSED
,,,,,,,
Test Cases/Login Test Cases/Login with Valid Credentials,Chrome 121.0.0.0,,,2024-02-28 08:58:54,2024-02-28 08:59:07,"12,830s",PASSED
"openBrowser("""")",Chrome 121.0.0.0,,,2024-02-28 08:58:55,2024-02-28 08:58:57,"1,739s",PASSED
"navigateToUrl(""https://dadebug.commclouds.com/Demo/admin/auth"")",Chrome 121.0.0.0,,,2024-02-28 08:58:57,2024-02-28 08:58:58,"0,983s",PASSED
waitForPageLoad(3),Chrome 121.0.0.0,,,2024-02-28 08:58:58,2024-02-28 08:58:58,"0,149s",PASSED
maximizeWindow(),Chrome 121.0.0.0,,,2024-02-28 08:58:58,2024-02-28 08:58:58,"0,180s",PASSED
"verifyElementPresent(findTestObject(""Login Page/DAlogo""), 2)",Chrome 121.0.0.0,,,2024-02-28 08:58:58,2024-02-28 08:58:59,"0,787s",PASSED
"verifyElementPresent(findTestObject(""Login Page/Version number""), 2)",Chrome 121.0.0.0,,,2024-02-28 08:58:59,2024-02-28 08:58:59,"0,292s",PASSED
"verifyElementText(findTestObject(""Login Page/Version number""), ""Version: 11.4.0.1 (stage/11)"")",Chrome 121.0.0.0,,,2024-02-28 08:58:59,2024-02-28 08:58:59,"0,311s",PASSED
"setText(findTestObject(""Object Repository/Login Page/Login input field""), ""Zoya"")",Chrome 121.0.0.0,,,2024-02-28 08:58:59,2024-02-28 08:59:00,"0,662s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Login Page/Password input field""), ""tzH6RvlfSTg="")",Chrome 121.0.0.0,,,2024-02-28 08:59:00,2024-02-28 08:59:01,"0,389s",PASSED
"click(findTestObject(""Object Repository/Login Page/button_Log in""))",Chrome 121.0.0.0,,,2024-02-28 08:59:01,2024-02-28 08:59:01,"0,370s",PASSED
delay(4),Chrome 121.0.0.0,,,2024-02-28 08:59:01,2024-02-28 08:59:05,"4,034s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Login Page/h1_Dashboard""), 4)",Chrome 121.0.0.0,,,2024-02-28 08:59:05,2024-02-28 08:59:05,"0,285s",PASSED
,,,,,,,
Test Cases/Wallpapers/Send Wallpaper JPG (TC-15),Chrome 121.0.0.0,send wallpaper using compose alert drop-down menu,,2024-02-28 08:59:07,2024-02-28 08:59:57,"49,518s",PASSED
"click(findTestObject(""Dashboard Page/Compose alert button expansion""))",Chrome 121.0.0.0,,,2024-02-28 08:59:07,2024-02-28 08:59:08,"0,384s",PASSED
"click(findTestObject(""Dashboard Page/Wallpapers""))",Chrome 121.0.0.0,,,2024-02-28 08:59:08,2024-02-28 08:59:08,"0,526s",PASSED
"verifyElementText(findTestObject(""Wallpapers/Create Wallpaper Header""), ""Create Wallpaper"")",Chrome 121.0.0.0,,,2024-02-28 08:59:08,2024-02-28 08:59:09,"0,988s",PASSED
"click(findTestObject(""Wallpapers/more""))",Chrome 121.0.0.0,,,2024-02-28 08:59:09,2024-02-28 08:59:10,"0,449s",PASSED
