Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
RSVP Alert,Chrome 120.0.0.0,,,2024-02-02 20:56:17,2024-02-02 20:57:04,"47,120s",PASSED
,,,,,,,
Test Cases/Login Test Cases/Login with Valid Credentials,Chrome 120.0.0.0,,,2024-02-02 20:56:17,2024-02-02 20:56:30,"12,305s",PASSED
"openBrowser("""")",Chrome 120.0.0.0,,,2024-02-02 20:56:18,2024-02-02 20:56:19,"1,529s",PASSED
"navigateToUrl(""https://dadebug.commclouds.com/Demo/admin/auth"")",Chrome 120.0.0.0,,,2024-02-02 20:56:19,2024-02-02 20:56:20,"1,043s",PASSED
waitForPageLoad(3),Chrome 120.0.0.0,,,2024-02-02 20:56:20,2024-02-02 20:56:20,"0,091s",PASSED
maximizeWindow(),Chrome 120.0.0.0,,,2024-02-02 20:56:20,2024-02-02 20:56:21,"0,139s",PASSED
"verifyElementPresent(findTestObject(""Login Page/DAlogo""), 2)",Chrome 120.0.0.0,,,2024-02-02 20:56:21,2024-02-02 20:56:21,"0,878s",PASSED
"verifyElementPresent(findTestObject(""Login Page/Version number""), 2)",Chrome 120.0.0.0,,,2024-02-02 20:56:21,2024-02-02 20:56:22,"0,296s",PASSED
"verifyElementText(findTestObject(""Login Page/Version number""), ""Version: 11.3.0.6"")",Chrome 120.0.0.0,,,2024-02-02 20:56:22,2024-02-02 20:56:22,"0,302s",PASSED
"setText(findTestObject(""Object Repository/Login Page/Login input field""), ""Zoya"")",Chrome 120.0.0.0,,,2024-02-02 20:56:22,2024-02-02 20:56:23,"0,614s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Login Page/Password input field""), ""tzH6RvlfSTg="")",Chrome 120.0.0.0,,,2024-02-02 20:56:23,2024-02-02 20:56:23,"0,355s",PASSED
"click(findTestObject(""Object Repository/Login Page/button_Log in""))",Chrome 120.0.0.0,,,2024-02-02 20:56:23,2024-02-02 20:56:23,"0,328s",PASSED
delay(4),Chrome 120.0.0.0,,,2024-02-02 20:56:23,2024-02-02 20:56:27,"4,021s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Login Page/h1_Dashboard""), 4)",Chrome 120.0.0.0,,,2024-02-02 20:56:27,2024-02-02 20:56:28,"0,278s",PASSED
,,,,,,,
Test Cases/RSVP/Send RSVP (TC-12),Chrome 120.0.0.0,,,2024-02-02 20:56:30,2024-02-02 20:56:48,"18,096s",PASSED
"click(findTestObject(""Dashboard Page/Compose alert button expansion""))",Chrome 120.0.0.0,,,2024-02-02 20:56:30,2024-02-02 20:56:30,"0,313s",PASSED
"click(findTestObject(""Dashboard Page/RSVP""))",Chrome 120.0.0.0,,,2024-02-02 20:56:30,2024-02-02 20:56:31,"0,559s",PASSED
"verifyElementText(findTestObject(""Create RSVP/Create RSVP Alert Header""), ""Create RSVP Alert"")",Chrome 120.0.0.0,,,2024-02-02 20:56:31,2024-02-02 20:56:33,"2,390s",PASSED
"click(findTestObject(""Create Pop-up Alert Page/More button""))",Chrome 120.0.0.0,,,2024-02-02 20:56:33,2024-02-02 20:56:33,"0,365s",PASSED
"click(findTestObject(""Create Pop-up Alert Page/Choose recipients modal window/Filter field""))",Chrome 120.0.0.0,,,2024-02-02 20:56:33,2024-02-02 20:56:34,"0,442s",PASSED
"setText(findTestObject(""Create Pop-up Alert Page/Choose recipients modal window/Filter field""), ""LAPTOP-E6BU4LL9"")",Chrome 120.0.0.0,,,2024-02-02 20:56:34,2024-02-02 20:56:35,"1,299s",PASSED
"verifyElementText(findTestObject(""Create Pop-up Alert Page/Choose recipients modal window/All user list-filtered""), ""LAPTOP-E6BU4LL9 "")",Chrome 120.0.0.0,,,2024-02-02 20:56:35,2024-02-02 20:56:37,"1,447s",PASSED
"click(findTestObject(""Create Pop-up Alert Page/Choose recipients modal window/filtered user selection""))",Chrome 120.0.0.0,,,2024-02-02 20:56:37,2024-02-02 20:56:37,"0,310s",PASSED
"verifyElementPresent(findTestObject(""Create Pop-up Alert Page/Choose recipients modal window/Choosen users filtered""), 2)",Chrome 120.0.0.0,,,2024-02-02 20:56:37,2024-02-02 20:56:37,"0,486s",PASSED
"click(findTestObject(""Create Pop-up Alert Page/Choose recipients modal window/Done button""))",Chrome 120.0.0.0,,,2024-02-02 20:56:37,2024-02-02 20:56:38,"0,296s",PASSED
"setText(findTestObject(""Create Pop-up Alert Page/Alert Title field""), ""TC-12"")",Chrome 120.0.0.0,,,2024-02-02 20:56:38,2024-02-02 20:56:38,"0,843s",PASSED
"switchToFrame(findTestObject(""Create Pop-up Alert Page/Alert body iframe""), 2)",Chrome 120.0.0.0,,,2024-02-02 20:56:38,2024-02-02 20:56:39,"0,315s",PASSED
"setText(findTestObject(""Create Pop-up Alert Page/Alert body""), ""Hello! This is automated RSVP alert from Katalon"")",Chrome 120.0.0.0,,,2024-02-02 20:56:39,2024-02-02 20:56:39,"0,693s",PASSED
switchToDefaultContent(),Chrome 120.0.0.0,,,2024-02-02 20:56:39,2024-02-02 20:56:39,"0,024s",PASSED
"setText(findTestObject(""Create RSVP/Question 1 title input""), ""What drink do You prefer?"")",Chrome 120.0.0.0,,,2024-02-02 20:56:39,2024-02-02 20:56:40,"0,944s",PASSED
"setText(findTestObject(""Create RSVP/Answer 1 input""), ""Tea"")",Chrome 120.0.0.0,,,2024-02-02 20:56:40,2024-02-02 20:56:41,"0,629s",PASSED
"setText(findTestObject(""Create RSVP/Answer 2 input""), ""Coffee"")",Chrome 120.0.0.0,,,2024-02-02 20:56:41,2024-02-02 20:56:42,"0,613s",PASSED
"check(findTestObject(""Create RSVP/Question 2 switch""))",Chrome 120.0.0.0,,,2024-02-02 20:56:42,2024-02-02 20:56:42,"0,340s",PASSED
"verifyElementChecked(findTestObject(""Create RSVP/Question 2 switch""), 1)",Chrome 120.0.0.0,,,2024-02-02 20:56:42,2024-02-02 20:56:43,"0,516s",PASSED
"setText(findTestObject(""Create RSVP/Question 2 title input""), ""Why?"")",Chrome 120.0.0.0,,,2024-02-02 20:56:43,2024-02-02 20:56:43,"0,841s",PASSED
"click(findTestObject(""Create Pop-up Alert Page/Send button""))",Chrome 120.0.0.0,,,2024-02-02 20:56:43,2024-02-02 20:56:44,"0,315s",PASSED
waitForPageLoad(2),Chrome 120.0.0.0,,,2024-02-02 20:56:44,2024-02-02 20:56:44,"0,011s",PASSED
"setText(findTestObject(""Pop-up Alerts page/Search by title field""), ""TC-12"")",Chrome 120.0.0.0,,,2024-02-02 20:56:44,2024-02-02 20:56:45,"1,702s",PASSED
"verifyElementText(findTestObject(""Pop-up Alerts page/Filtered sent alert""), ""TC-12"")",Chrome 120.0.0.0,,,2024-02-02 20:56:45,2024-02-02 20:56:46,"0,295s",PASSED
,,,,,,,
Test Cases/RSVP/RSVP template creation (TC-13),Chrome 120.0.0.0,,,2024-02-02 20:56:48,2024-02-02 20:57:04,"16,539s",PASSED
"click(findTestObject(""Dashboard Page/Left-hand menu_RSVP""))",Chrome 120.0.0.0,,,2024-02-02 20:56:48,2024-02-02 20:56:48,"0,335s",PASSED
"click(findTestObject(""Create RSVP/RSVP templates tab""))",Chrome 120.0.0.0,,,2024-02-02 20:56:48,2024-02-02 20:56:48,"0,332s",PASSED
"click(findTestObject(""Create RSVP/New Template RSVP""))",Chrome 120.0.0.0,,,2024-02-02 20:56:48,2024-02-02 20:56:50,"1,818s",PASSED
"setText(findTestObject(""Create RSVP/RSVP template title""), ""TC-13"")",Chrome 120.0.0.0,,,2024-02-02 20:56:50,2024-02-02 20:56:53,"2,215s",PASSED
"switchToFrame(findTestObject(""Create Pop-up Alert Page/Alert body iframe""), 1)",Chrome 120.0.0.0,,,2024-02-02 20:56:53,2024-02-02 20:56:53,"0,294s",PASSED
"setText(findTestObject(""Create Pop-up Alert Page/Alert body""), ""Hello! This is automated RSVP template from Katalon"")",Chrome 120.0.0.0,,,2024-02-02 20:56:53,2024-02-02 20:56:53,"0,451s",PASSED
switchToDefaultContent(),Chrome 120.0.0.0,,,2024-02-02 20:56:53,2024-02-02 20:56:53,"0,010s",PASSED
"setText(findTestObject(""Create RSVP/Question 1 title input""), ""What is your favorite movie?"")",Chrome 120.0.0.0,,,2024-02-02 20:56:53,2024-02-02 20:56:54,"0,937s",PASSED
"setText(findTestObject(""Create RSVP/Answer 1 input""), ""Harry Potter"")",Chrome 120.0.0.0,,,2024-02-02 20:56:54,2024-02-02 20:56:55,"0,625s",PASSED
"setText(findTestObject(""Create RSVP/Answer 2 input""), ""Kill Bill"")",Chrome 120.0.0.0,,,2024-02-02 20:56:55,2024-02-02 20:56:55,"0,599s",PASSED
"check(findTestObject(""Create RSVP/Question 2 switch""))",Chrome 120.0.0.0,,,2024-02-02 20:56:55,2024-02-02 20:56:56,"0,300s",PASSED
"verifyElementChecked(findTestObject(""Create RSVP/Question 2 switch""), 1)",Chrome 120.0.0.0,,,2024-02-02 20:56:56,2024-02-02 20:56:56,"0,500s",PASSED
"setText(findTestObject(""Create RSVP/Question 2 title input""), ""Why?"")",Chrome 120.0.0.0,,,2024-02-02 20:56:56,2024-02-02 20:56:57,"0,815s",PASSED
"click(findTestObject(""Create RSVP/RSVP template Save button""))",Chrome 120.0.0.0,,,2024-02-02 20:56:57,2024-02-02 20:56:57,"0,316s",PASSED
"click(findTestObject(""Create RSVP/RSVP templates tab""))",Chrome 120.0.0.0,,,2024-02-02 20:56:57,2024-02-02 20:56:59,"1,439s",PASSED
"setText(findTestObject(""Pop-up Alerts page/Search by title field""), ""TC-13"")",Chrome 120.0.0.0,,,2024-02-02 20:56:59,2024-02-02 20:57:00,"1,140s",PASSED
delay(2),Chrome 120.0.0.0,,,2024-02-02 20:57:00,2024-02-02 20:57:02,"2,007s",PASSED
"verifyElementText(findTestObject(""Create RSVP/Filtered RSVP template""), ""TC-13"")",Chrome 120.0.0.0,,,2024-02-02 20:57:02,2024-02-02 20:57:02,"0,284s",PASSED
