Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Wallpapers,Chrome 120.0.0.0,,,2024-02-05 15:46:03,2024-02-05 16:01:26,"15m - 23,486s",PASSED
,,,,,,,
Test Cases/Login Test Cases/Login with Valid Credentials,Chrome 120.0.0.0,,,2024-02-05 15:46:03,2024-02-05 15:46:20,"17,336s",PASSED
"openBrowser("""")",Chrome 120.0.0.0,,,2024-02-05 15:46:04,2024-02-05 15:46:05,"1,601s",PASSED
"navigateToUrl(""https://dadebug.commclouds.com/Demo/admin/auth"")",Chrome 120.0.0.0,,,2024-02-05 15:46:05,2024-02-05 15:46:08,"3,090s",PASSED
waitForPageLoad(3),Chrome 120.0.0.0,,,2024-02-05 15:46:08,2024-02-05 15:46:08,"0,109s",PASSED
maximizeWindow(),Chrome 120.0.0.0,,,2024-02-05 15:46:08,2024-02-05 15:46:09,"0,173s",PASSED
"verifyElementPresent(findTestObject(""Login Page/DAlogo""), 2)",Chrome 120.0.0.0,,,2024-02-05 15:46:09,2024-02-05 15:46:10,"1,654s",PASSED
"verifyElementPresent(findTestObject(""Login Page/Version number""), 2)",Chrome 120.0.0.0,,,2024-02-05 15:46:10,2024-02-05 15:46:10,"0,300s",PASSED
"verifyElementText(findTestObject(""Login Page/Version number""), ""Version: 11.3.0.6"")",Chrome 120.0.0.0,,,2024-02-05 15:46:10,2024-02-05 15:46:11,"0,339s",PASSED
"setText(findTestObject(""Object Repository/Login Page/Login input field""), ""Zoya"")",Chrome 120.0.0.0,,,2024-02-05 15:46:11,2024-02-05 15:46:12,"0,685s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Login Page/Password input field""), ""tzH6RvlfSTg="")",Chrome 120.0.0.0,,,2024-02-05 15:46:12,2024-02-05 15:46:12,"0,390s",PASSED
"click(findTestObject(""Object Repository/Login Page/button_Log in""))",Chrome 120.0.0.0,,,2024-02-05 15:46:12,2024-02-05 15:46:12,"0,374s",PASSED
delay(4),Chrome 120.0.0.0,,,2024-02-05 15:46:12,2024-02-05 15:46:16,"4,028s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Login Page/h1_Dashboard""), 4)",Chrome 120.0.0.0,,,2024-02-05 15:46:16,2024-02-05 15:46:18,"2,051s",PASSED
,,,,,,,
Test Cases/Wallpapers/Send Wallpaper JPG (TC-15),Chrome 120.0.0.0,send wallpaper using compose alert drop-down menu,,2024-02-05 15:46:20,2024-02-05 15:48:05,"1m - 44,283s",PASSED
"click(findTestObject(""Dashboard Page/Compose alert button expansion""))",Chrome 120.0.0.0,,,2024-02-05 15:46:20,2024-02-05 15:46:21,"0,329s",PASSED
"click(findTestObject(""Dashboard Page/Wallpapers""))",Chrome 120.0.0.0,,,2024-02-05 15:46:21,2024-02-05 15:46:21,"0,554s",PASSED
"verifyElementText(findTestObject(""Wallpapers/Create Wallpaper Header""), ""Create Wallpaper"")",Chrome 120.0.0.0,,,2024-02-05 15:46:21,2024-02-05 15:46:22,"0,586s",PASSED
refresh(),Chrome 120.0.0.0,,,2024-02-05 15:46:22,2024-02-05 15:46:22,"0,205s",PASSED
"click(findTestObject(""Wallpapers/more""))",Chrome 120.0.0.0,,,2024-02-05 15:46:22,2024-02-05 15:46:23,"1,145s",PASSED
"click(findTestObject(""Create Pop-up Alert Page/Choose recipients modal window/Filter field""))",Chrome 120.0.0.0,,,2024-02-05 15:46:23,2024-02-05 15:46:24,"0,467s",PASSED
"setText(findTestObject(""Create Pop-up Alert Page/Choose recipients modal window/Filter field""), ""LAPTOP-E6BU4LL9"")",Chrome 120.0.0.0,,,2024-02-05 15:46:24,2024-02-05 15:46:25,"1,618s",PASSED
"verifyElementText(findTestObject(""Create Pop-up Alert Page/Choose recipients modal window/All user list-filtered""), ""LAPTOP-E6BU4LL9 "")",Chrome 120.0.0.0,,,2024-02-05 15:46:25,2024-02-05 15:46:27,"1,718s",PASSED
"click(findTestObject(""Create Pop-up Alert Page/Choose recipients modal window/filtered user selection""))",Chrome 120.0.0.0,,,2024-02-05 15:46:27,2024-02-05 15:46:27,"0,354s",PASSED
"verifyElementPresent(findTestObject(""Create Pop-up Alert Page/Choose recipients modal window/Choosen users filtered""), 2)",Chrome 120.0.0.0,,,2024-02-05 15:46:27,2024-02-05 15:46:27,"0,004s",NOT_RUN
